1.000000000000000000e+00,-3.684027260114857150e-01,-4.696751295481698119e-01,-7.318316572933978303e-01,3.595974761140374731e+00,-4.239372308103769860e-01,-1.652758464244876990e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.976926112606855135e+00,-4.696751295481698119e-01,1.020825396269225527e+00,-2.780887148615222015e-01,9.893361853705989750e-01,1.499446342675450294e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.023252486283770968e-01,-4.696751295481698119e-01,1.020825396269225527e+00,-2.780887148615222015e-01,1.351272060246214046e+00,6.822981140833136449e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-2.326632096720462894e-01,-4.696751295481698119e-01,1.238802912174492565e+00,3.595974761140374731e+00,4.205798105660594755e-01,3.038119070981920800e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.538535986204973893e-01,-4.696751295481698119e-01,1.020825396269225527e+00,-2.780887148615222015e-01,1.178921643638777939e+00,1.824468040402515978e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.470276735247368904e+00,-4.696751295481698119e-01,1.020825396269225527e+00,-2.780887148615222015e-01,9.893361853705989750e-01,1.476745389937776931e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-4.174299861490599062e-01,3.118092640164774054e-01,-1.304759047071432088e+00,-2.780887148615222015e-01,-1.567940850688508136e-01,4.301991924963785019e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-3.872311775180182214e-01,-4.696751295481698119e-01,-1.868878675302292069e-01,-2.780887148615222015e-01,-1.050889600866199008e-01,-8.302954154383005436e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.435597444220210850e+00,-4.696751295481698119e-01,1.020825396269225527e+00,-2.780887148615222015e-01,1.583945122666253091e+00,-1.826619789477240130e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-4.164442864821270018e-01,2.135272849000654283e+00,-1.213444141759765893e+00,-2.780887148615222015e-01,-1.337394438829788035e+00,4.722156794275343961e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
